class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,5.03,x,w,y,f,f,f,f,3.21,11.79,c,,y,p,,f,f,,d,u
e,3.41,f,w,y,f,f,f,f,4.12,13.32,e,,y,p,,f,f,,d,a
e,4.98,s,w,y,f,f,f,f,4.83,15.0,e,,y,p,,f,f,,d,u
e,3.51,x,w,y,f,f,f,f,3.33,8.33,e,,y,p,,f,f,,d,u
e,8.05,s,w,y,f,f,f,f,4.72,13.71,z,,y,u,,f,f,,d,u
e,6.35,f,w,y,f,f,f,f,5.38,15.84,r,,y,p,,f,f,,d,a
e,4.8,s,w,y,f,f,f,f,4.34,15.87,s,,y,u,,f,f,,d,u
e,5.77,f,w,y,f,f,f,f,5.02,13.79,c,,y,p,,f,f,,d,a
e,6.75,f,w,y,f,f,f,f,6.66,16.24,c,,y,p,,f,f,,d,a
e,5.1,x,w,y,f,f,f,f,3.64,12.89,b,,y,u,,f,f,,d,u
e,4.6,f,w,y,f,f,f,f,3.84,11.27,r,,y,u,,f,f,,d,a
e,6.0,f,w,y,f,f,f,f,5.78,15.95,u,,y,u,,f,f,,d,u
e,5.78,x,w,y,f,f,f,f,4.57,12.59,e,,y,u,,f,f,,d,u
e,7.46,s,w,y,f,f,f,f,5.45,11.43,z,,y,u,,f,f,,d,u
e,6.19,s,w,y,f,f,f,f,5.24,13.6,s,,y,p,,f,f,,d,u
e,6.75,x,w,y,f,f,f,f,5.55,14.03,u,,y,u,,f,f,,d,u
e,5.84,x,w,y,f,f,f,f,5.78,15.55,s,,y,p,,f,f,,d,u
e,4.51,s,w,y,f,f,f,f,3.25,13.35,s,,y,p,,f,f,,d,u
e,5.03,f,w,y,f,f,f,f,5.53,14.28,r,,y,u,,f,f,,d,a
e,5.94,f,w,y,f,f,f,f,6.21,15.41,c,,y,u,,f,f,,d,u
e,5.55,x,w,y,f,f,f,f,5.02,12.57,c,,y,p,,f,f,,d,u
e,5.11,s,w,y,f,f,f,f,5.8,16.92,s,,y,u,,f,f,,d,u
e,5.91,f,w,y,f,f,f,f,5.53,14.7,e,,y,u,,f,f,,d,u
e,7.96,f,w,y,f,f,f,f,6.18,14.09,e,,y,u,,f,f,,d,a
e,7.71,s,w,y,f,f,f,f,6.79,13.39,r,,y,u,,f,f,,d,a
e,7.32,x,w,y,f,f,f,f,6.03,14.22,u,,y,u,,f,f,,d,a
e,7.76,s,w,y,f,f,f,f,5.39,14.0,b,,y,p,,f,f,,d,u
e,6.5,f,w,y,f,f,f,f,6.39,16.58,r,,y,p,,f,f,,d,a
e,6.38,f,w,y,f,f,f,f,5.76,15.13,u,,y,u,,f,f,,d,u
e,5.9,s,w,y,f,f,f,f,4.55,14.27,r,,y,u,,f,f,,d,a
e,6.45,f,w,y,f,f,f,f,4.87,13.59,z,,y,u,,f,f,,d,u
e,5.09,x,w,y,f,f,f,f,4.02,12.34,s,,y,p,,f,f,,d,a
e,5.77,f,w,y,f,f,f,f,6.52,16.75,e,,y,p,,f,f,,d,a
e,6.57,s,w,y,f,f,f,f,4.78,15.19,c,,y,p,,f,f,,d,u
e,6.65,f,w,y,f,f,f,f,5.01,15.44,s,,y,u,,f,f,,d,u
e,7.03,x,w,y,f,f,f,f,4.77,13.37,e,,y,p,,f,f,,d,u
e,5.17,f,w,y,f,f,f,f,5.16,14.01,s,,y,p,,f,f,,d,u
e,4.95,f,w,y,f,f,f,f,5.23,12.3,z,,y,u,,f,f,,d,u
e,6.35,f,w,y,f,f,f,f,4.63,11.3,r,,y,u,,f,f,,d,u
e,5.05,f,w,y,f,f,f,f,3.96,8.91,z,,y,u,,f,f,,d,u
e,7.31,f,w,y,f,f,f,f,6.78,15.26,e,,y,u,,f,f,,d,u
e,4.2,x,w,y,f,f,f,f,4.68,15.6,e,,y,p,,f,f,,d,a
e,7.23,x,w,y,f,f,f,f,4.57,11.77,u,,y,p,,f,f,,d,u
e,6.33,s,w,y,f,f,f,f,6.06,13.32,r,,y,p,,f,f,,d,u
e,9.74,f,w,y,f,f,f,f,7.26,19.28,z,,y,u,,f,f,,d,u
e,6.0,x,w,y,f,f,f,f,5.14,11.99,b,,y,p,,f,f,,d,u
e,4.26,s,w,y,f,f,f,f,5.02,11.9,s,,y,p,,f,f,,d,a
e,5.33,x,w,y,f,f,f,f,2.99,11.74,b,,y,u,,f,f,,d,a
e,7.75,x,w,y,f,f,f,f,3.84,13.63,c,,y,u,,f,f,,d,u
e,5.94,s,w,y,f,f,f,f,3.88,14.54,r,,y,p,,f,f,,d,u
e,7.59,s,w,y,f,f,f,f,4.91,14.67,s,,y,p,,f,f,,d,a
e,5.7,s,w,y,f,f,f,f,6.01,14.6,e,,y,u,,f,f,,d,u
e,6.76,f,w,y,f,f,f,f,3.83,13.64,b,,y,u,,f,f,,d,u
e,3.87,x,w,y,f,f,f,f,2.87,10.68,r,,y,u,,f,f,,d,a
e,5.53,x,w,y,f,f,f,f,3.2,11.57,z,,y,u,,f,f,,d,a
e,6.15,f,w,y,f,f,f,f,4.77,14.55,b,,y,p,,f,f,,d,u
e,7.86,f,w,y,f,f,f,f,7.69,20.76,b,,y,p,,f,f,,d,a
e,3.08,s,w,y,f,f,f,f,3.35,10.78,r,,y,u,,f,f,,d,a
e,6.34,x,w,y,f,f,f,f,4.52,15.16,u,,y,p,,f,f,,d,a
e,6.79,s,w,y,f,f,f,f,6.82,17.16,u,,y,u,,f,f,,d,a
e,7.21,f,w,y,f,f,f,f,5.57,13.74,u,,y,p,,f,f,,d,u
e,5.49,f,w,y,f,f,f,f,5.39,13.02,u,,y,p,,f,f,,d,a
e,5.98,s,w,y,f,f,f,f,4.85,12.41,e,,y,u,,f,f,,d,u
e,5.21,f,w,y,f,f,f,f,5.06,14.14,u,,y,u,,f,f,,d,u
e,5.16,f,w,y,f,f,f,f,3.67,10.71,r,,y,u,,f,f,,d,u
e,8.13,x,w,y,f,f,f,f,4.17,14.39,e,,y,u,,f,f,,d,u
e,6.54,x,w,y,f,f,f,f,5.65,15.08,b,,y,p,,f,f,,d,u
e,4.57,s,w,y,f,f,f,f,4.37,14.34,b,,y,p,,f,f,,d,a
e,4.19,x,w,y,f,f,f,f,3.11,9.74,u,,y,p,,f,f,,d,a
e,5.01,x,w,y,f,f,f,f,4.54,14.2,b,,y,u,,f,f,,d,u
e,4.0,f,w,y,f,f,f,f,3.42,12.44,z,,y,p,,f,f,,d,a
e,9.04,f,w,y,f,f,f,f,3.7,12.57,s,,y,u,,f,f,,d,u
e,8.17,x,w,y,f,f,f,f,6.46,16.22,r,,y,p,,f,f,,d,a
e,5.29,f,w,y,f,f,f,f,5.43,15.82,r,,y,u,,f,f,,d,u
e,4.97,x,w,y,f,f,f,f,3.95,11.6,e,,y,u,,f,f,,d,a
e,9.12,s,w,y,f,f,f,f,6.22,14.5,s,,y,p,,f,f,,d,u
e,6.95,s,w,y,f,f,f,f,4.08,11.39,r,,y,u,,f,f,,d,u
e,7.64,f,w,y,f,f,f,f,5.78,13.8,e,,y,u,,f,f,,d,a
e,6.8,s,w,y,f,f,f,f,6.54,17.11,s,,y,p,,f,f,,d,a
e,5.76,f,w,y,f,f,f,f,3.9,12.27,e,,y,u,,f,f,,d,a
e,7.11,s,w,y,f,f,f,f,5.76,15.17,c,,y,u,,f,f,,d,a
e,4.52,x,w,y,f,f,f,f,5.74,14.68,r,,y,p,,f,f,,d,a
e,5.48,f,w,y,f,f,f,f,3.6,10.61,s,,y,u,,f,f,,d,u
e,5.4,s,w,y,f,f,f,f,5.15,13.45,b,,y,u,,f,f,,d,a
e,6.05,f,w,y,f,f,f,f,5.05,15.5,e,,y,u,,f,f,,d,u
e,5.63,s,w,y,f,f,f,f,6.26,15.89,e,,y,u,,f,f,,d,u
e,5.1,s,w,y,f,f,f,f,4.56,13.39,c,,y,p,,f,f,,d,u
e,7.43,x,w,y,f,f,f,f,5.91,13.58,z,,y,p,,f,f,,d,a
e,6.7,x,w,y,f,f,f,f,4.38,12.91,e,,y,u,,f,f,,d,a
e,6.18,f,w,y,f,f,f,f,4.68,11.35,c,,y,p,,f,f,,d,u
e,9.18,s,w,y,f,f,f,f,6.42,17.91,e,,y,u,,f,f,,d,u
e,6.73,x,w,y,f,f,f,f,5.57,14.32,z,,y,p,,f,f,,d,u
e,5.42,f,w,y,f,f,f,f,5.1,13.94,b,,y,u,,f,f,,d,u
e,6.68,f,w,y,f,f,f,f,3.97,13.88,b,,y,p,,f,f,,d,u
e,5.06,s,w,y,f,f,f,f,5.49,15.35,r,,y,u,,f,f,,d,u
e,6.65,s,w,y,f,f,f,f,5.23,17.3,z,,y,u,,f,f,,d,u
e,7.82,s,w,y,f,f,f,f,5.62,13.57,c,,y,u,,f,f,,d,u
e,5.2,f,w,y,f,f,f,f,6.09,16.94,s,,y,p,,f,f,,d,u
e,6.12,s,w,y,f,f,f,f,4.78,13.19,b,,y,p,,f,f,,d,u
e,5.48,x,w,y,f,f,f,f,3.77,11.92,s,,y,p,,f,f,,d,u
e,7.14,x,w,y,f,f,f,f,4.51,13.72,r,,y,p,,f,f,,d,u
e,7.27,x,w,y,f,f,f,f,5.82,15.93,e,,y,p,,f,f,,d,u
e,6.32,s,w,y,f,f,f,f,5.53,14.33,r,,y,u,,f,f,,d,u
e,5.43,f,w,y,f,f,f,f,4.55,14.64,u,,y,u,,f,f,,d,u
e,5.42,x,w,y,f,f,f,f,3.91,14.32,b,,y,u,,f,f,,d,a
e,5.64,s,w,y,f,f,f,f,6.58,16.37,z,,y,u,,f,f,,d,a
e,5.37,s,w,y,f,f,f,f,5.03,16.3,u,,y,u,,f,f,,d,u
e,6.14,f,w,y,f,f,f,f,4.74,14.18,e,,y,u,,f,f,,d,a
e,6.15,x,w,y,f,f,f,f,6.9,16.98,s,,y,p,,f,f,,d,a
e,2.67,x,w,y,f,f,f,f,2.38,10.73,s,,y,u,,f,f,,d,u
e,5.45,f,w,y,f,f,f,f,3.92,10.24,c,,y,p,,f,f,,d,u
e,4.54,f,w,y,f,f,f,f,2.71,9.69,e,,y,u,,f,f,,d,a
e,6.52,f,w,y,f,f,f,f,4.96,13.24,r,,y,u,,f,f,,d,a
e,4.88,f,w,y,f,f,f,f,4.89,15.45,s,,y,u,,f,f,,d,u
e,7.28,x,w,y,f,f,f,f,4.63,14.26,b,,y,p,,f,f,,d,u
e,4.17,s,w,y,f,f,f,f,4.21,10.88,z,,y,u,,f,f,,d,u
e,3.64,s,k,y,f,f,f,f,6.14,7.24,c,,y,p,,f,f,,d,a
e,3.73,s,w,y,f,f,f,f,6.63,7.05,r,,o,u,,f,f,,d,a
e,3.88,s,e,n,f,f,f,f,7.36,8.23,r,,o,u,,f,f,,d,a
e,2.76,s,w,n,f,f,f,f,6.84,7.77,z,,y,u,,f,f,,d,a
e,4.47,s,t,n,f,f,f,f,7.81,7.9,e,,o,p,,f,f,,d,a
e,3.88,s,e,n,f,f,f,f,6.38,7.3,u,,o,p,,f,f,,d,a
e,3.25,s,e,y,f,f,f,f,5.55,6.35,u,,y,u,,f,f,,d,a
e,4.1,s,d,y,f,f,f,f,6.97,7.01,r,,y,u,,f,f,,d,a
e,3.41,s,g,n,f,f,f,f,6.75,8.9,b,,o,u,,f,f,,d,a
e,3.26,s,w,n,f,f,f,f,6.24,6.2,s,,y,p,,f,f,,d,a
e,3.1,s,d,n,f,f,f,f,6.36,7.03,s,,o,p,,f,f,,d,a
e,2.95,s,t,y,f,f,f,f,7.59,8.77,e,,y,u,,f,f,,d,a
e,4.28,s,f,n,f,f,f,f,6.53,7.7,e,,y,p,,f,f,,d,a
e,3.06,s,t,y,f,f,f,f,6.28,6.71,r,,o,u,,f,f,,d,a
e,3.23,s,t,n,f,f,f,f,5.96,6.92,b,,o,u,,f,f,,d,a
e,2.89,s,y,y,f,f,f,f,6.18,6.26,b,,y,p,,f,f,,d,a
e,4.53,s,s,n,f,f,f,f,6.82,8.44,z,,y,p,,f,f,,d,a
e,2.96,s,l,n,f,f,f,f,6.14,6.76,b,,o,p,,f,f,,d,a
e,3.13,s,e,n,f,f,f,f,6.9,7.36,s,,o,u,,f,f,,d,a
e,3.32,s,y,y,f,f,f,f,6.66,6.62,s,,o,u,,f,f,,d,a
e,3.17,s,h,n,f,f,f,f,5.57,7.43,u,,y,u,,f,f,,d,a
e,4.46,s,s,y,f,f,f,f,7.46,8.6,c,,o,u,,f,f,,d,a
e,3.43,s,d,n,f,f,f,f,5.98,6.21,e,,y,p,,f,f,,d,a
e,4.1,s,d,y,f,f,f,f,6.65,7.46,s,,y,u,,f,f,,d,a
e,3.2,s,y,n,f,f,f,f,6.75,6.21,e,,o,u,,f,f,,d,a
e,3.57,s,h,y,f,f,f,f,6.94,8.68,u,,y,u,,f,f,,d,a
e,4.2,s,w,y,f,f,f,f,6.84,7.96,s,,y,u,,f,f,,d,a
e,3.36,s,k,n,f,f,f,f,6.48,6.54,e,,y,u,,f,f,,d,a
e,2.97,s,y,y,f,f,f,f,7.06,8.07,b,,y,u,,f,f,,d,a
e,4.26,s,l,y,f,f,f,f,6.7,7.65,z,,o,p,,f,f,,d,a
e,3.45,s,g,n,f,f,f,f,6.98,8.4,z,,o,u,,f,f,,d,a
e,3.13,s,y,n,f,f,f,f,6.12,7.11,s,,y,p,,f,f,,d,a
e,3.46,s,g,y,f,f,f,f,6.97,7.78,s,,o,p,,f,f,,d,a
e,3.24,s,d,y,f,f,f,f,6.37,6.32,u,,y,p,,f,f,,d,a
e,3.44,s,l,n,f,f,f,f,5.68,5.74,s,,y,p,,f,f,,d,a
e,3.83,s,g,y,f,f,f,f,7.19,8.27,u,,o,p,,f,f,,d,a
e,2.76,s,e,n,f,f,f,f,5.98,7.06,s,,o,p,,f,f,,d,a
e,3.79,s,f,y,f,f,f,f,6.02,8.47,r,,y,u,,f,f,,d,a
e,2.33,s,y,n,f,f,f,f,5.37,5.37,r,,y,u,,f,f,,d,a
e,3.7,s,k,y,f,f,f,f,6.31,7.97,s,,o,u,,f,f,,d,a
e,3.26,s,l,n,f,f,f,f,5.93,7.06,s,,o,p,,f,f,,d,a
e,3.58,s,y,n,f,f,f,f,6.87,7.72,u,,y,u,,f,f,,d,a
e,3.97,s,s,n,f,f,f,f,6.88,6.78,c,,y,u,,f,f,,d,a
e,3.85,s,s,n,f,f,f,f,6.7,8.04,r,,y,u,,f,f,,d,a
e,3.85,s,l,n,f,f,f,f,6.2,7.6,u,,o,u,,f,f,,d,a
e,3.16,s,h,y,f,f,f,f,5.67,6.52,z,,o,u,,f,f,,d,a
e,2.75,s,k,y,f,f,f,f,7.03,7.78,c,,y,p,,f,f,,d,a
e,3.04,s,h,n,f,f,f,f,6.5,6.67,r,,y,u,,f,f,,d,a
e,3.38,s,k,y,f,f,f,f,6.71,7.27,e,,y,p,,f,f,,d,a
e,3.05,s,w,n,f,f,f,f,6.47,6.61,s,,o,u,,f,f,,d,a
e,2.28,s,y,y,f,f,f,f,5.71,5.86,c,,y,p,,f,f,,d,a
e,3.61,s,w,y,f,f,f,f,6.26,6.76,b,,y,p,,f,f,,d,a
e,3.52,s,k,n,f,f,f,f,6.49,6.85,r,,y,u,,f,f,,d,a
e,3.99,s,e,n,f,f,f,f,7.68,8.59,e,,y,u,,f,f,,d,a
e,3.55,s,f,n,f,f,f,f,5.74,7.11,c,,o,p,,f,f,,d,a
e,4.39,s,h,n,f,f,f,f,6.83,7.84,s,,y,p,,f,f,,d,a
e,3.37,s,e,n,f,f,f,f,6.17,6.18,c,,o,p,,f,f,,d,a
e,2.17,s,l,n,f,f,f,f,6.32,4.94,r,,o,p,,f,f,,d,a
e,3.19,s,t,y,f,f,f,f,6.27,7.92,z,,o,u,,f,f,,d,a
e,4.04,s,f,y,f,f,f,f,7.27,8.11,u,,y,p,,f,f,,d,a
e,3.19,s,g,n,f,f,f,f,6.4,6.75,c,,y,p,,f,f,,d,a
e,3.49,s,s,n,f,f,f,f,6.69,7.54,u,,y,u,,f,f,,d,a
e,2.33,s,y,n,f,f,f,f,5.71,6.15,b,,o,u,,f,f,,d,a
e,3.45,s,s,y,f,f,f,f,6.51,7.48,e,,y,p,,f,f,,d,a
e,4.21,s,g,y,f,f,f,f,6.44,7.91,c,,y,p,,f,f,,d,a
e,3.13,s,h,n,f,f,f,f,6.37,8.95,r,,y,p,,f,f,,d,a
e,4.34,s,f,y,f,f,f,f,7.46,9.32,s,,y,p,,f,f,,d,a
e,2.52,s,d,y,f,f,f,f,5.68,6.01,b,,o,p,,f,f,,d,a
e,3.62,s,k,y,f,f,f,f,6.05,7.71,c,,o,u,,f,f,,d,a
e,4.22,s,e,y,f,f,f,f,6.8,7.83,r,,o,u,,f,f,,d,a
e,3.34,s,w,n,f,f,f,f,6.31,7.26,z,,y,p,,f,f,,d,a
e,3.27,s,s,y,f,f,f,f,5.71,6.27,z,,y,p,,f,f,,d,a
e,2.98,s,f,y,f,f,f,f,6.06,6.7,r,,y,u,,f,f,,d,a
e,3.77,s,s,n,f,f,f,f,6.61,6.35,b,,o,p,,f,f,,d,a
e,3.89,s,e,n,f,f,f,f,6.6,7.34,s,,y,p,,f,f,,d,a
e,3.18,s,t,y,f,f,f,f,6.87,7.67,s,,y,u,,f,f,,d,a
e,3.6,s,d,n,f,f,f,f,6.11,7.52,b,,y,p,,f,f,,d,a
e,3.58,s,l,y,f,f,f,f,6.75,6.57,b,,o,u,,f,f,,d,a
e,3.28,s,t,n,f,f,f,f,7.0,7.34,s,,o,u,,f,f,,d,a
e,3.35,s,d,y,f,f,f,f,5.98,6.78,c,,o,p,,f,f,,d,a
e,3.5,s,t,n,f,f,f,f,6.93,7.92,s,,y,p,,f,f,,d,a
e,4.14,s,d,n,f,f,f,f,7.72,8.45,e,,y,u,,f,f,,d,a
e,3.94,s,k,y,f,f,f,f,6.73,8.62,b,,y,p,,f,f,,d,a
e,4.15,s,e,n,f,f,f,f,7.16,8.04,z,,y,u,,f,f,,d,a
e,3.41,s,g,n,f,f,f,f,7.29,8.65,r,,y,u,,f,f,,d,a
e,2.53,s,h,y,f,f,f,f,5.84,6.87,e,,o,u,,f,f,,d,a
e,3.87,s,e,y,f,f,f,f,6.64,8.27,u,,y,p,,f,f,,d,a
e,3.12,s,d,n,f,f,f,f,5.94,6.58,s,,o,u,,f,f,,d,a
e,2.75,s,s,n,f,f,f,f,6.68,7.27,c,,y,p,,f,f,,d,a
e,4.07,s,d,n,f,f,f,f,6.38,7.11,s,,y,p,,f,f,,d,a
e,3.32,s,y,y,f,f,f,f,6.39,6.42,b,,y,u,,f,f,,d,a
e,3.43,s,g,y,f,f,f,f,6.62,7.7,s,,y,u,,f,f,,d,a
e,3.22,s,k,y,f,f,f,f,6.36,8.19,s,,o,u,,f,f,,d,a
e,3.29,s,f,n,f,f,f,f,6.46,7.52,c,,o,u,,f,f,,d,a
e,3.39,s,h,n,f,f,f,f,7.17,8.23,c,,o,p,,f,f,,d,a
e,3.84,s,t,n,f,f,f,f,6.49,7.89,r,,o,u,,f,f,,d,a
e,3.35,s,h,n,f,f,f,f,6.12,7.11,c,,y,p,,f,f,,d,a
e,2.84,s,e,y,f,f,f,f,6.91,7.04,c,,y,p,,f,f,,d,a
e,3.33,s,e,n,f,f,f,f,6.72,7.72,e,,y,u,,f,f,,d,a
e,3.82,s,y,n,f,f,f,f,6.6,8.15,s,,y,p,,f,f,,d,a
e,3.65,s,k,y,f,f,f,f,6.81,7.44,r,,y,p,,f,f,,d,a
e,3.79,s,e,n,f,f,f,f,7.32,7.37,c,,o,u,,f,f,,d,a
e,3.14,s,k,y,f,f,f,f,6.26,7.65,c,,o,p,,f,f,,d,a
e,3.71,s,w,y,f,f,f,f,6.68,7.45,s,,o,u,,f,f,,d,a
e,3.35,s,f,n,f,f,f,f,7.03,7.49,z,,o,u,,f,f,,d,a
e,3.57,s,d,y,f,f,f,f,6.69,8.6,s,,o,p,,f,f,,d,a
e,3.58,s,s,n,f,f,f,f,6.36,7.11,u,,y,p,,f,f,,d,a
e,2.21,s,d,n,f,f,f,f,6.07,7.1,b,,y,p,,f,f,,d,a
e,3.6,s,h,n,f,f,f,f,6.42,6.92,u,,y,p,,f,f,,d,a
e,3.48,s,t,n,f,f,f,f,5.61,6.62,e,,y,p,,f,f,,d,a
e,3.52,s,e,n,f,f,f,f,6.31,6.82,e,,y,u,,f,f,,d,a
e,4.03,s,y,y,f,f,f,f,6.94,8.48,r,,o,u,,f,f,,d,a
e,2.68,s,f,n,f,f,f,f,6.1,6.16,s,,o,p,,f,f,,d,a
e,3.65,s,f,y,f,f,f,f,6.39,8.52,c,,o,p,,f,f,,d,a
e,2.81,s,h,y,f,f,f,f,6.1,7.05,z,,o,u,,f,f,,d,a
e,2.61,s,s,n,f,f,f,f,7.18,8.39,e,,y,p,,f,f,,d,a
e,3.63,s,h,n,f,f,f,f,6.78,7.78,u,,o,p,,f,f,,d,a
e,4.01,s,y,n,f,f,f,f,6.17,8.35,c,,y,u,,f,f,,d,a
e,3.34,s,w,n,f,f,f,f,6.41,8.67,s,,y,u,,f,f,,d,a
e,3.57,s,e,y,f,f,f,f,6.4,7.01,u,,y,u,,f,f,,d,a
e,3.11,s,g,n,f,f,f,f,4.9,5.84,s,,y,p,,f,f,,d,a
e,3.3,s,y,y,f,f,f,f,6.63,7.26,b,,y,u,,f,f,,d,a
e,3.18,s,s,y,f,f,f,f,6.56,6.68,e,,o,u,,f,f,,d,a
e,2.68,s,h,n,f,f,f,f,6.44,6.16,z,,o,p,,f,f,,d,a
e,3.53,s,l,y,f,f,f,f,6.62,7.36,e,,o,u,,f,f,,d,a
e,3.54,s,g,n,f,f,f,f,6.93,7.31,s,,o,u,,f,f,,d,a
e,4.12,s,s,y,f,f,f,f,6.53,7.85,r,,y,p,,f,f,,d,a
e,4.27,s,f,y,f,f,f,f,7.33,7.47,e,,y,p,,f,f,,d,a
e,3.95,s,t,y,f,f,f,f,7.15,8.21,r,,o,u,,f,f,,d,a
e,3.84,s,t,n,f,f,f,f,6.07,6.85,s,,o,u,,f,f,,d,a
e,3.71,s,d,n,f,f,f,f,6.29,7.0,e,,o,u,,f,f,,d,a
e,3.73,s,d,n,f,f,f,f,5.64,7.41,c,,o,p,,f,f,,d,a
e,3.76,s,w,y,f,f,f,f,6.93,8.27,e,,o,u,,f,f,,d,a
e,4.01,s,d,y,f,f,f,f,6.89,8.09,e,,y,u,,f,f,,d,a
e,3.24,s,f,n,f,f,f,f,6.4,6.97,z,,o,u,,f,f,,d,a
e,3.51,s,d,n,f,f,f,f,6.44,6.74,c,,o,u,,f,f,,d,a
e,3.45,s,w,y,f,f,f,f,6.7,8.54,u,,o,u,,f,f,,d,a
e,4.11,s,t,n,f,f,f,f,7.15,8.72,s,,o,u,,f,f,,d,a
e,2.81,s,h,n,f,f,f,f,5.72,6.48,b,,o,u,,f,f,,d,a
e,3.86,s,k,y,f,f,f,f,6.49,7.11,b,,o,p,,f,f,,d,a
e,3.73,s,d,y,f,f,f,f,5.56,6.56,r,,y,u,,f,f,,d,a
e,3.6,s,e,n,f,f,f,f,6.33,8.12,e,,y,u,,f,f,,d,a
e,3.31,s,s,n,f,f,f,f,6.69,8.1,e,,y,p,,f,f,,d,a
e,3.27,s,l,y,f,f,f,f,6.11,7.16,r,,y,u,,f,f,,d,a
e,4.12,s,y,y,f,f,f,f,7.39,7.91,b,,o,u,,f,f,,d,a
e,3.04,s,y,n,f,f,f,f,6.36,7.36,r,,o,p,,f,f,,d,a
e,3.75,s,w,y,f,f,f,f,6.81,7.86,e,,y,p,,f,f,,d,a
e,3.51,s,k,y,f,f,f,f,6.27,7.01,u,,y,u,,f,f,,d,a
e,3.11,s,g,n,f,f,f,f,5.41,5.97,b,,o,p,,f,f,,d,a
e,3.06,s,d,y,f,f,f,f,6.78,6.83,s,,y,p,,f,f,,d,a
e,4.43,s,w,n,f,f,f,f,7.46,9.05,c,,y,p,,f,f,,d,a
e,4.42,s,l,n,f,f,f,f,7.45,8.69,e,,o,u,,f,f,,d,a
e,3.58,s,d,n,f,f,f,f,5.95,7.33,s,,y,p,,f,f,,d,a
e,2.87,s,h,n,f,f,f,f,6.17,6.76,r,,y,p,,f,f,,d,a
e,4.48,s,s,n,f,f,f,f,6.79,8.23,b,,y,p,,f,f,,d,a
e,3.01,s,f,n,f,f,f,f,6.47,6.85,z,,o,u,,f,f,,d,a
e,3.54,s,f,y,f,f,f,f,6.69,8.63,e,,o,u,,f,f,,d,a
e,2.86,s,w,y,f,f,f,f,7.14,7.71,s,,y,p,,f,f,,d,a
e,3.42,s,e,n,f,f,f,f,6.65,6.78,z,,y,p,,f,f,,d,a
e,4.19,s,w,y,f,f,f,f,6.64,9.11,r,,y,u,,f,f,,d,a
e,3.59,s,d,y,f,f,f,f,6.2,8.53,e,,o,u,,f,f,,d,a
e,3.44,s,l,n,f,f,f,f,6.94,6.99,s,,y,u,,f,f,,d,a
e,3.4,s,s,n,f,f,f,f,6.15,7.12,r,,y,p,,f,f,,d,a
e,4.05,s,e,y,f,f,f,f,6.45,7.48,u,,o,p,,f,f,,d,a
e,3.16,s,k,n,f,f,f,f,6.23,7.84,c,,o,p,,f,f,,d,a
e,4.52,s,y,n,f,f,f,f,7.15,9.24,b,,o,u,,f,f,,d,a
e,3.56,s,h,y,f,f,f,f,6.6,7.46,e,,y,p,,f,f,,d,a
e,3.65,s,s,y,f,f,f,f,6.38,6.54,s,,o,u,,f,f,,d,a
e,3.34,s,w,y,f,f,f,f,6.17,7.24,e,,o,p,,f,f,,d,a
e,3.43,s,h,n,f,f,f,f,6.5,6.54,e,,y,u,,f,f,,d,a
e,2.61,s,h,n,f,f,f,f,6.35,6.6,r,,y,p,,f,f,,d,a
e,3.77,s,l,n,f,f,f,f,7.35,9.66,s,,y,p,,f,f,,d,a
e,3.42,s,k,y,f,f,f,f,6.74,8.02,r,,o,p,,f,f,,d,a
e,3.11,s,t,n,f,f,f,f,5.44,5.82,c,,o,u,,f,f,,d,a
e,3.92,s,t,y,f,f,f,f,6.92,6.66,u,,o,u,,f,f,,d,a
e,2.23,s,g,n,f,f,f,f,6.46,6.82,e,,y,u,,f,f,,d,a
e,4.47,s,d,n,f,f,f,f,5.79,7.3,z,,o,u,,f,f,,d,a
e,3.99,s,l,y,f,f,f,f,6.7,7.85,z,,o,u,,f,f,,d,a
e,3.56,s,d,y,f,f,f,f,5.99,7.45,u,,y,p,,f,f,,d,a
e,3.36,s,k,y,f,f,f,f,6.88,7.98,z,,y,u,,f,f,,d,a
e,3.02,s,y,y,f,f,f,f,6.65,7.9,u,,o,p,,f,f,,d,a
e,4.02,s,f,y,f,f,f,f,6.94,7.98,r,,o,p,,f,f,,d,a
e,3.54,s,k,n,f,f,f,f,6.63,7.62,e,,y,p,,f,f,,d,a
e,3.83,s,e,n,f,f,f,f,6.88,8.75,u,,o,u,,f,f,,d,a
e,3.23,s,w,n,f,f,f,f,7.23,8.0,u,,o,p,,f,f,,d,a
e,3.78,s,t,n,f,f,f,f,6.66,7.71,e,,o,u,,f,f,,d,a
e,4.01,s,h,n,f,f,f,f,6.79,7.45,u,,y,p,,f,f,,d,a
e,3.55,s,l,y,f,f,f,f,6.59,7.95,b,,y,p,,f,f,,d,a
e,2.82,s,h,y,f,f,f,f,6.29,7.95,b,,y,p,,f,f,,d,a
e,3.18,s,l,y,f,f,f,f,6.53,8.53,u,,o,p,,f,f,,d,a
e,4.09,s,e,y,f,f,f,f,7.59,9.4,z,,y,u,,f,f,,d,a
e,3.42,s,w,n,f,f,f,f,6.77,7.14,u,,y,p,,f,f,,d,a
